livre,NOUN
à,ADP
la,DET
main,NOUN
",",PUNCT
me,PRON
présenter,VERB
devant,ADP
le,DET
souverain,ADJ
juge,NOUN
.,PUNCT
Je,PRON
dirai,VERB
hautement,ADV
:,PUNCT
Voilà,VERB
ce,PRON
que,PRON
j’,PRON
ai,AUX
fait,VERB
",",PUNCT
ce,PRON
que,PRON
j’,PRON
ai,AUX
pensé,VERB
",",PUNCT
ce,PRON
que,PRON
je,PRON
fus,VERB
.,PUNCT
J’,PRON
ai,AUX
dit,VERB
le,DET
bien,NOUN
et,CCONJ
le,DET
mal,NOUN
avec,ADP
la,DET
même,ADJ
franchise,NOUN
.,PUNCT
Je,PRON
n’,ADV
ai,VERB
rien,PRON
tu,VERB
de,ADP
mauvais,ADJ
",",PUNCT
rien,PRON
ajouté,VERB
de,ADP
bon,ADJ
;,PUNCT
et,CCONJ
s’,SCONJ
il,PRON
m’,PRON
est,AUX
arrivé,VERB
d’,ADP
employer,VERB
quelque,DET
ornement,NOUN
indifférent,ADJ
",",PUNCT
ce,PRON
n’,ADV
a,AUX
jamais,ADV
été,AUX
que,ADV
pour,ADP
remplir,VERB
un,DET
vide,NOUN
occasionné,VERB
par,ADP
mon,DET
défaut,NOUN
de,ADP
mémoire,NOUN
.,PUNCT
J’,PRON
ai,AUX
pu,VERB
supposer,VERB
vrai,ADJ
ce,PRON
que,PRON
je,PRON
savais,VERB
avoir,AUX
pu,VERB
l’,PRON
être,AUX
",",PUNCT
jamais,ADV
ce,PRON
que,PRON
je,PRON
savais,VERB
être,AUX
faux,ADJ
.,PUNCT
Je,PRON
me,PRON
suis,AUX
montré,VERB
tel,ADJ
que,SCONJ
je,PRON
fus,VERB
:,PUNCT
méprisable,ADJ
et,CCONJ
vil,ADJ
quand,SCONJ
je,PRON
l’,PRON
ai,AUX
été,AUX
;,PUNCT
bon,ADJ
",",PUNCT
généreux,ADJ
",",PUNCT
sublime,ADJ
",",PUNCT
quand,SCONJ
je,PRON
l’,PRON
ai,AUX
été,AUX
:,PUNCT
j’,PRON
ai,AUX
dévoilé,VERB
mon,DET
intérieur,NOUN
tel,ADJ
que,SCONJ
tu,PRON
l’,PRON
as,AUX
vu,VERB
toi,PRON
-,PUNCT
même,ADV
",",PUNCT
Être,NOUN
éternel,ADJ
.,PUNCT
Rassemble,VERB
autour,ADV
de,ADP
moi,PRON
l’,DET
innombrable,ADJ
foule,NOUN
de,ADP
mes,DET
semblables,NOUN
;,PUNCT
qu’,SCONJ
ils,PRON
écoutent,VERB
mes,DET
confessions,NOUN
",",PUNCT
qu’,SCONJ
ils,PRON
gémissent,VERB
de,ADP
mes,DET
indignités,NOUN
",",PUNCT
qu’,SCONJ
ils,PRON
rougissent,VERB
de,ADP
mes,DET
misères,NOUN
.,PUNCT
Que,SCONJ
chacun,PRON
d’,ADP
eux,PRON
découvre,VERB
à,ADP
son,DET
tour,NOUN
son,DET
cœur,NOUN
à,ADP
le,DET
pied,NOUN
de,ADP
ton,DET
trône,NOUN
avec,ADP
la,DET
même,ADJ
sincérité,NOUN
",",PUNCT
et,CCONJ
puis,CCONJ
qu’,SCONJ
un,DET
seul,ADJ
te,PRON
dise,VERB
",",PUNCT
s’,SCONJ
il,PRON
l’,PRON
ose,VERB
",",PUNCT
Je,PRON
fus,VERB
meilleur,ADJ
que,SCONJ
cet,DET
homme,NOUN
-là,ADV
.,PUNCT
Je,PRON
suis,AUX
né,VERB
à,ADP
Genève,PROPN
",",PUNCT
en,ADP
1712,NUM
",",PUNCT
d’,ADP
Isaac,PROPN
Rousseau,PROPN
",",PUNCT
citoyen,NOUN
",",PUNCT
et,CCONJ
de,ADP
Susanne,PROPN
Bernard,PROPN
",",PUNCT
citoyenne,ADJ
.,PUNCT
Un,DET
bien,NOUN
fort,ADV
médiocre,ADJ
",",PUNCT
à,ADP
partager,VERB
entre,ADP
quinze,NUM
enfants,NOUN
",",PUNCT
ayant,AUX
réduit,VERB
presque,ADV
à,ADP
rien,PRON
la,DET
portion,NOUN
de,ADP
mon,DET
père,NOUN
",",PUNCT
il,PRON
n’,ADV
avait,VERB
pour,ADP
subsister,VERB
que,ADV
son,DET
métier,NOUN
d’,ADP
horloger,NOUN
",",PUNCT
dans,ADP
lequel,PRON
il,PRON
était,AUX
à,ADP
la,DET
vérité,NOUN
fort,ADV
habile,ADJ
.,PUNCT
Ma,DET
mère,NOUN
",",PUNCT
fille,NOUN
de,ADP
le,DET
ministre,NOUN
Bernard,PROPN
",",PUNCT
était,VERB
plus,ADV
riche,ADJ
:,PUNCT
elle,PRON
avait,VERB
de,ADP
la,DET
sagesse,NOUN
et,CCONJ
de,ADP
la,DET
beauté,NOUN
.,PUNCT
Ce,PRON
n’,ADV
était,AUX
pas,ADV
sans,ADP
peine,NOUN
que,SCONJ
mon,DET
père,NOUN
l’,PRON
avait,AUX
obtenue,VERB
.,PUNCT
Leurs,DET
amours,NOUN
avaient,AUX
commencé,VERB
presque,ADV
avec,ADP
leur,DET
vie,NOUN
;,PUNCT
dès,ADP
l’,DET
âge,NOUN
de,ADP
huit,NUM
à,ADP
neuf,NUM
ans,NOUN
ils,PRON
se,PRON
promenaient,VERB
ensemble,ADV
tous,ADJ
les,DET
soirs,NOUN
sur,ADP
la,DET
Treille,PROPN
;,PUNCT
à,ADP
dix,NUM
ans,NOUN
ils,PRON
ne,ADV
pouvaient,VERB
plus,ADV
se,PRON
quitter,VERB
.,PUNCT
La,DET
sympathie,NOUN
",",PUNCT
l’,DET
accord,NOUN
de,ADP
les,DET
âmes,NOUN
",",PUNCT
affermit,VERB
en,ADP
eux,PRON
le,DET
sentiment,NOUN
qu’,PRON
avait,AUX
produit,VERB
l’,DET
habitude,NOUN
.,PUNCT
Tous,ADJ
deux,NUM
",",PUNCT
nés,VERB
tendres,ADJ
et,CCONJ
sensibles,ADJ
",",PUNCT
n’,ADV
attendaient,VERB
que,ADV
le,DET
moment,NOUN
de,ADP
trouver,VERB
dans,ADP
un,DET
autre,PRON
la,DET
même,ADJ
disposition,NOUN
",",PUNCT
ou,CCONJ
plutôt,ADV
ce,DET
moment,NOUN
les,PRON
attendait,VERB
eux,PRON
-,PUNCT
mêmes,PRON
",",PUNCT
et,CCONJ
chacun,PRON
d’,ADP
eux,PRON
jeta,VERB
son,DET
cœur,NOUN
dans,ADP
le,DET
premier,ADJ
qui,PRON
s’,PRON
ouvrit,VERB
pour,ADP
le,PRON
recevoir,VERB
.,PUNCT
Le,DET
sort,NOUN
",",PUNCT
qui,PRON
semblait,VERB
contrarier,VERB
leur,DET
passion,NOUN
",",PUNCT
ne,ADV
fit,VERB
que,ADV
l’,PRON
animer,VERB
.,PUNCT
Le,DET
jeune,ADJ
amant,NOUN
",",PUNCT
ne,ADV
pouvant,VERB
obtenir,VERB
sa,DET
maîtresse,NOUN
",",PUNCT
se,PRON
consumait,VERB
de,ADP
douleur,NOUN
:,PUNCT
elle,PRON
lui,PRON
conseilla,VERB
de,ADP
voyager,VERB
pour,ADP
l’,PRON
oublier,VERB
.,PUNCT
Il,PRON
voyagea,VERB
sans,ADP
fruit,NOUN
",",PUNCT
et,CCONJ
revint,VERB
plus,ADV
amoureux,ADJ
que,SCONJ
jamais,ADV
.,PUNCT
Il,PRON
retrouva,VERB
celle,PRON
qu’,PRON
il,PRON
aimait,VERB
tendre,ADJ
et,CCONJ
fidèle,ADJ
.,PUNCT
Après,ADP
cette,DET
épreuve,NOUN
",",PUNCT
il,PRON
ne,ADV
restait,VERB
qu’,ADV
à,ADP
s’,PRON
aimer,VERB
toute,ADJ
la,DET
vie,NOUN
;,PUNCT
ils,PRON
le,PRON
jurèrent,VERB
",",PUNCT
et,CCONJ
le,DET
ciel,NOUN
bénit,VERB
leur,DET
serment,NOUN
.,PUNCT
Gabriel,PROPN
Bernard,PROPN
",",PUNCT
frère,NOUN
de,ADP
ma,DET
mère,NOUN
",",PUNCT
devint,VERB
amoureux,ADJ
d’,ADP
une,PRON
de,ADP
les,DET
sœurs,NOUN
de,ADP
mon,DET
père,NOUN
;,PUNCT
mais,CCONJ
elle,PRON
ne,ADV
consentit,VERB
à,ADP
épouser,VERB
le,DET
frère,NOUN
qu’,SCONJ
à,ADP
condition,NOUN
que,SCONJ
son,DET
frère,NOUN
épouserait,VERB
la,DET
sœur,NOUN
.,PUNCT
L’,DET
amour,NOUN
arrangea,VERB
tout,PRON
",",PUNCT
et,CCONJ
les,DET
deux,NUM
mariages,NOUN
se,PRON
firent,VERB
le,DET
même,ADJ
jour,NOUN
.,PUNCT
Ainsi,ADV
mon,DET
oncle,NOUN
était,AUX
le,DET
mari,NOUN
de,ADP
ma,DET
tante,NOUN
",",PUNCT
et,CCONJ
leurs,DET
enfants,NOUN
furent,AUX
doublement,ADV
mes,DET
cousins,NOUN
germains,ADJ
.,PUNCT
Il,PRON
en,PRON
naquit,VERB
un,PRON
de,ADP
part,NOUN
et,CCONJ
d’,ADP
autre,PRON
à,ADP
le,DET
bout,NOUN
d’,ADP
une,DET
année,NOUN
;,PUNCT
ensuite,ADV
il,PRON
fallut,VERB
encore,ADV
se,PRON
séparer,VERB
.,PUNCT
Mon,DET
oncle,NOUN
Bernard,PROPN
était,AUX
ingénieur,NOUN
:,PUNCT
il,PRON
alla,VERB
servir,VERB
dans,ADP
l’,DET
Empire,NOUN
et,CCONJ
en,ADP
Hongrie,PROPN
sous,ADP
le,DET
prince,NOUN
Eugène,PROPN
.,PUNCT
Il,PRON
se,PRON
distingua,VERB
à,ADP
le,DET
siège,NOUN
et,CCONJ
à,ADP
la,DET
bataille,NOUN
de,ADP
Belgrade,PROPN
.,PUNCT
Mon,DET
père,NOUN
",",PUNCT
après,ADP
la,DET
naissance,NOUN
de,ADP
mon,DET
frère,NOUN
unique,ADJ
",",PUNCT
partit,VERB
pour,ADP
Constantinople,PROPN
",",PUNCT
où,PRON
il,PRON
était,AUX
appelé,VERB
",",PUNCT
et,CCONJ
devint,VERB
horloger,NOUN
de,ADP
le,DET
sérail,NOUN
.,PUNCT
Durant,ADP
son,DET
absence,NOUN
",",PUNCT
la,DET
beauté,NOUN
de,ADP
ma,DET
mère,NOUN
",",PUNCT
son,DET
esprit,NOUN
",",PUNCT
ses,DET
talents,NOUN
",",PUNCT
lui,PRON
attirèrent,VERB
des,DET
hommages,NOUN
.,PUNCT
M.,NOUN
de,ADP
la,DET
Closure,PROPN
",",PUNCT
résident,NOUN
de,ADP
France,PROPN
",",PUNCT
fut,AUX
un,PRON
de,ADP
les,DET
plus,ADV
empressés,VERB
à,ADP
lui,PRON
en,PRON
offrir,VERB
.,PUNCT
Il,PRON
fallait,VERB
que,SCONJ
sa,DET
passion,NOUN
fût,VERB
vive,ADJ
",",PUNCT
puisque,SCONJ
à,ADP
le,DET
bout,NOUN
de,ADP
trente,NUM
ans,NOUN
je,PRON
l’,PRON
ai,AUX
vu,VERB
s’,PRON
attendrir,VERB
en,ADP
me,PRON
parlant,VERB
d’,ADP
elle,PRON
.,PUNCT
Ma,DET
mère,NOUN
avait,VERB
plus,ADV
que,SCONJ
de,ADP
la,DET
vertu,NOUN
pour,ADP
s’,PRON
en,PRON
défendre,VERB
;,PUNCT
elle,PRON
aimait,VERB
tendrement,ADV
son,DET
mari,NOUN
.,PUNCT
Elle,PRON
le,PRON
pressa,VERB
de,ADP
revenir,VERB
:,PUNCT
il,PRON
quitta,VERB
tout,PRON
",",PUNCT
et,CCONJ
revint,VERB
.,PUNCT
Je,PRON
fus,AUX
le,DET
triste,ADJ
fruit,NOUN
de,ADP
ce,DET
retour,NOUN
.,PUNCT
Dix,NUM
mois,NOUN
après,ADV
",",PUNCT
je,PRON
naquis,VERB
infirme,ADJ
et,CCONJ
malade,ADJ
.,PUNCT
Je,PRON
coûtai,VERB
la,DET
vie,NOUN
à,ADP
ma,DET
mère,NOUN
",",PUNCT
et,CCONJ
ma,DET
naissance,NOUN
fut,AUX
le,DET
premier,ADJ
de,ADP
mes,DET
malheurs,NOUN
.,PUNCT
Je,PRON
n’,ADV
ai,AUX
pas,ADV
su,VERB
comment,ADV
mon,DET
père,NOUN
supporta,VERB
cette,DET
perte,NOUN
",",PUNCT
mais,CCONJ
je,PRON
sais,VERB
qu’,SCONJ
il,PRON
ne,ADV
s’,PRON
en,PRON
consola,VERB
jamais,ADV
.,PUNCT
Il,PRON
croyait,VERB
la,PRON
revoir,VERB
en,ADP
moi,PRON
",",PUNCT
sans,ADP
pouvoir,VERB
oublier,VERB
que,SCONJ
je,PRON
la,PRON
lui,PRON
avais,AUX
ôtée,VERB
;,PUNCT
jamais,ADV
il,PRON
ne,ADV
m’,PRON
embrassa,VERB
que,SCONJ
je,PRON
ne,ADV
sentisse,VERB
à,ADP
ses,DET
soupirs,NOUN
",",PUNCT
à,ADP
ses,DET
convulsives,NOUN
étreintes,ADJ
",",PUNCT
qu’,SCONJ
un,DET
regret,NOUN
amer,ADJ
se,PRON
mêlait,VERB
à,ADP
ses,DET
caresses,NOUN
:,PUNCT
elles,PRON
n’,ADV
en,PRON
étaient,VERB
que,ADV
plus,ADV
tendres,ADJ
.,PUNCT
Quand,SCONJ
il,PRON
me,PRON
disait,VERB
:,PUNCT
Jean-Jacques,PROPN
",",PUNCT
parlons,VERB
de,ADP
ta,DET
mère,NOUN
;,PUNCT
je,PRON
lui,PRON
disais,VERB
:,PUNCT
Hé,INTJ
bien,INTJ
!,PUNCT
mon,DET
père,NOUN
",",PUNCT
nous,PRON
allons,VERB
donc,ADV
pleurer,VERB
:,PUNCT
et,CCONJ
ce,DET
mot,NOUN
seul,ADJ
lui,PRON
tirait,VERB
déjà,ADV
des,DET
larmes,NOUN
.,PUNCT
Ah,INTJ
!,PUNCT
disait,VERB
-il,PRON
en,ADP
gémissant,VERB
",",PUNCT
rends-la-moi,VERB
",",PUNCT
console,VERB
-,PUNCT
moi,PRON
d’,ADP
elle,PRON
",",PUNCT
remplis,VERB
le,DET
vide,NOUN
qu’,PRON
elle,PRON
a,AUX
laissé,VERB
dans,ADP
mon,DET
âme,NOUN
.,PUNCT
T’,PRON
aimerais,VERB
-je,PRON
ainsi,ADV
",",PUNCT
si,SCONJ
tu,PRON
n’,ADV
étais,AUX
que,ADV
mon,DET
fils,NOUN
?,PUNCT
Quarante,NUM
ans,NOUN
après,ADP
l’,PRON
avoir,AUX
perdue,VERB
",",PUNCT
il,PRON
est,AUX
mort,VERB
dans,ADP
les,DET
bras,NOUN
d’,ADP
une,DET
seconde,ADJ
femme,NOUN
",",PUNCT
mais,CCONJ
le,DET
nom,NOUN
de,ADP
la,DET
première,ADJ
à,ADP
la,DET
bouche,NOUN
",",PUNCT
et,CCONJ
son,DET
image,NOUN
à,ADP
le,DET
fond,NOUN
de,ADP
le,DET
cœur,NOUN
.,PUNCT
